,name,latitude,longitude
491,L/CPL Thomas P. Noonan Jr. Playground,40.7410684460063,-73.92238342961969
492,Ambrosini Field,40.84378067425052,-73.78475920599348
493,Archie Spigner Park,40.693040175732015,-73.77931568131666
494,Luther Gulick Park,40.71588426813862,-73.98185707248984
495,Seton Falls Park,40.88706689318354,-73.83775870265157
496,Augustus St. Gaudens Playground,40.73563304753623,-73.98205807923996
497,Walter Gladwin Park,40.84643474095064,-73.8959587497942
498,Evergreen Park,40.69753695655173,-73.89666891061718
499,Amelia Gorman Park,40.85570483814666,-73.93241220786243
500,Half-Nelson Playground,40.84678829092636,-73.91929862620887
501,Prospect Playground,40.84326742893642,-73.8907140740214
502,Alexander Hamilton Playground,40.822951749877774,-73.95109658523283
503,Mathews-Palmer Playground,40.761207747161855,-73.99294354424411
504,Louis Pasteur Park,40.7624932570562,-73.73444270220345
505,Wakefield Playground,40.90184953414608,-73.85476479720798
506,Tanahey Playground,40.71016024355338,-73.99518030440098
507,Playground One Thirty Four CXXXIV,40.80319279574735,-73.91755799331635
508,William F Moore Park,40.743664987303134,-73.85544771789155
509,Walter Ward Playground,40.65794088053823,-73.84401416065033
510,Bayside Playground,40.58486079760809,-73.82514356234304
511,Little Bay Park,40.790090183965965,-73.78792181066211
512,Marconi Park,40.69358689162934,-73.79553023088296
513,Cambria Playground,40.68914232853152,-73.74292954840513
514,St. Gregory's Playground,40.789517685133546,-73.972026699991
515,Murray Playground,40.74725094826833,-73.9489306391662
516,Woodtree Playground,40.777525409516365,-73.90236952904368
